date_of_Payment,account_Number,branch_ID,bank_ID,transaction_ID,transaction_Amount,mode_of_Transfer1,date_of_Submission,invoice_Due_Date,remittance_Number,total_due_Amount,amount_Paid,balance_Amount,mode_of_Transfer2,status
24/07/2019,4696544390601290,SIL362,GMS012,ADB60171,9830,cash,28/07/2019,05/08/2019,PMT-100171,10147,9830,317,cash,Rejected
28/08/2019,4865123733298850,SIL362,Nort012,CCS60172,25037,"cash,cash to account",15/09/2019,20/09/2019,PMT-100172,25640,25037,603,"cash,cash to account",Rejected
15/12/2019,4280000000000000,PAN27,RBC012,TRN60173,10432,"cash,debit/credit card",15/12/2019,24/12/2019,PMT-100173,10609,10432,177,"cash,debit/credit card",Approved
17/10/2019,4523540557614720,SIL362,MUFG012,EX060174,27735,"cash to account,credit/debit card service",25/10/2019,05/11/2019,PMT-100174,27920,27735,185,"cash to account,credit/debit card service",Approved
03/12/2019,4430000000000000,SIL362,BOA012,ADB60175,4418,door to account,15/12/2019,18/12/2019,PMT-100175,4569,4418,151,door to account,Rejected
13/01/2020,4486019260868800,SIL362,BMO012,CCS60176,23255,door to account,15/01/2020,01/02/2020,PMT-100176,23507,23255,252,door to account,Approved
05/01/2019,4720000000000000,CCS08,BARC012,CCS60177,4788,"cash,debit/credit card",11/01/2019,17/01/2019,PMT-100177,5176,4788,388,"cash,debit/credit card",Rejected
28/08/2019,4489858858391470,PAN27,MS012,TRN60178,4588,eur service,28/08/2019,15/09/2019,PMT-100178,4997,4588,409,eur service,Approved
19/12/2019,4904477933916270,MAJ962,Nort012,ADB60179,30297,cash,02/01/2020,04/01/2020,PMT-100179,31157,30297,860,cash,Approved
28/12/2019,4590000000000000,CCS08,BARC012,CCS60180,29885,prepaid card,28/12/2019,06/01/2020,PMT-100180,30516,29885,631,prepaid card,Rejected
08/03/2019,4240000000000000,ITS03,AE012,CCS60181,7229,cash to account,25/03/2019,31/03/2019,PMT-100181,7832,7229,603,cash to account,Rejected
01/03/2020,4870000000000000,BEL16,BNP012,EX160182,17522,"account,account to cash",15/03/2020,31/03/2020,PMT-100182,18322,17522,800,"account,account to cash",Rejected
30/12/2018,4550000000000000,SIL362,JPM012,TRN60183,8629,"account to account,door to door",09/01/2019,20/01/2019,PMT-100183,8864,8629,235,"account to account,door to door",Rejected
23/09/2019,4284399850715240,ITS03,WF012,CCS60184,19554,"account,card,cash to cash",28/09/2019,13/10/2019,PMT-100184,20165,19554,611,"account,card,cash to cash",Rejected
11/02/2020,4420000000000000,MAJ962,BMO012,TRN60185,24539,"account to account,door to door",25/02/2020,08/03/2020,PMT-100185,24687,24539,148,"account to account,door to door",Rejected
18/12/2019,4250000000000000,ITS03,UBS012,TRN60186,20859,account to account,25/12/2019,11/01/2020,PMT-100186,20923,20859,64,account to account,Approved
15/01/2020,4571487833576270,PAN27,BARC012,EX160187,16724,"account,account to cash",15/01/2020,03/02/2020,PMT-100187,16961,16724,237,"account,account to cash",Approved
23/03/2019,4130000000000000,PAN27,RBC012,ADB60188,25396,"card,cash to cash",28/03/2019,14/04/2019,PMT-100188,25671,25396,275,"card,cash to cash",Rejected
12/04/2019,4250000000000000,HEB18,UBS012,CCS60189,18840,"cash,cash to account",28/04/2019,14/05/2019,PMT-100189,19315,18840,475,"cash,cash to account",Approved
30/09/2019,4750000000000000,GPA01,BNP012,TRN60190,20173,"account to account,door to door",15/10/2019,11/10/2019,PMT-100190,20534,20173,361,"account to account,door to door",Rejected
28/09/2019,4610000000000000,GPA01,BOA012,CCS60191,4477,"account,account to cash",15/09/2019,26/09/2019,PMT-100191,5084,4477,607,"account,account to cash",Rejected
29/11/2019,4458237294973340,SIL362,HSBC012,EX060192,35640,cash to account,15/12/2019,11/12/2019,PMT-100192,35818,35640,178,cash to account,Approved
15/08/2019,4410000000000000,GPA01,BNP012,ADB60193,14046,"cash to cash,credit/debit card service",15/08/2019,24/08/2019,PMT-100193,14601,14046,555,"cash to cash,credit/debit card service",Approved
30/12/2019,4780000000000000,ITS03,MS012,CCS60194,11324,"bank account transfer,cash,mobile money",25/12/2019,01/01/2020,PMT-100194,12090,11324,766,"bank account transfer,cash,mobile money",Approved
13/02/2020,4330710538454070,MAJ962,BOA012,TRN60195,38319,"account to account,door to door",15/02/2020,20/02/2020,PMT-100195,39098,38319,779,"account to account,door to door",Approved
11/02/2020,4865123733298850,HEB18,Nort012,TRN60196,25969,"bank account transfer,debit card",15/02/2020,20/02/2020,PMT-100196,26153,25969,184,"bank account transfer,debit card",Approved
25/10/2019,4240000000000000,BEL16,UBS012,CCS60197,20651,"cash to account,credit/debit card service",28/10/2019,16/11/2019,PMT-100197,20741,20651,90,"cash to account,credit/debit card service",Rejected
11/08/2019,4590000000000000,CCS08,WF012,TRN60198,27760,"account to account,door to door",28/08/2019,11/09/2019,PMT-100198,28422,27760,662,"account to account,door to door",Rejected
10/10/2019,4461330335322460,BEL16,DEU012,EX060199,6960,"bank account transfer,debit card",28/10/2019,14/11/2019,PMT-100199,7807,6960,847,"bank account transfer,debit card",Approved
25/01/2020,4640000000000000,SIL362,BMO012,TRN60200,33504,mobile money,25/01/2020,04/02/2020,PMT-100200,34236,33504,732,mobile money,Approved
16/12/2019,4370000000000000,CCS08,CITI012,CCS60201,10481,eur service,28/12/2019,15/01/2020,PMT-100201,10569,10481,88,eur service,Rejected
11/01/2020,4300000000000000,ITS03,BARC012,TRN60202,2287,cash to account,15/01/2020,31/01/2020,PMT-100202,2619,2287,332,cash to account,Approved
13/06/2019,4708814514140940,CCS08,MS012,EX060203,20564,"account,cash to account",15/06/2019,22/06/2019,PMT-100203,21006,20564,442,"account,cash to account",Approved
11/09/2019,4300000000000000,MAR263,WF012,TRN60204,11760,mobile,15/09/2019,21/09/2019,PMT-100204,12698,11760,938,mobile,Approved
02/02/2020,4689180256780640,GPA01,GMS012,CCS60205,12277,"bank account transfer,cash,mobile money",28/01/2020,31/01/2020,PMT-100205,13243,12277,966,"bank account transfer,cash,mobile money",Approved
25/01/2020,4486019260868800,MAR263,DEU012,CCS60206,12215,mobile money,25/01/2020,13/02/2020,PMT-100206,12326,12215,111,mobile money,Approved
31/05/2019,4420000000000000,BEL16,Nort012,TRN60207,19483,account to account,31/05/2019,05/06/2019,PMT-100207,19649,19483,166,account to account,Approved
17/02/2020,4380000000000000,BEL16,BOA012,ADB60208,27114,cash,25/02/2020,03/03/2020,PMT-100208,27564,27114,450,cash,Rejected
27/01/2020,4820000000000000,MAJ962,AE012,TRN60209,26869,"account,cash to cash",15/01/2020,01/02/2020,PMT-100209,27005,26869,136,"account,cash to cash",Approved
19/04/2019,4850000000000000,SIL362,BMO012,CCS60210,5321,mobile,25/04/2019,07/05/2019,PMT-100210,5875,5321,554,mobile,Rejected
25/11/2019,4590000000000000,BEL16,AE012,EX060211,32541,"bank account transfer,cash,mobile money",28/11/2019,09/12/2019,PMT-100211,32617,32541,76,"bank account transfer,cash,mobile money",Approved
16/03/2019,4470000000000000,CCS08,UBS012,ADB60212,11625,mobile money,31/03/2019,15/04/2019,PMT-100212,12363,11625,738,mobile money,Rejected
20/02/2020,4880000000000000,ITS03,BMO012,CCS60213,8064,"bank account transfer,cash,mobile money",25/02/2020,03/03/2020,PMT-100213,8435,8064,371,"bank account transfer,cash,mobile money",Rejected
03/08/2019,4190000000000000,PAN27,RBC012,CCS60214,926,cash to account,15/08/2019,28/08/2019,PMT-100214,1313,926,387,cash to account,Approved
04/09/2019,4619488866261890,BEL16,BMO012,EX060215,13075,mobile,15/09/2019,28/09/2019,PMT-100215,13530,13075,455,mobile,Approved
10/01/2019,4380000000000000,SIL362,BNP012,ADB60216,33011,mobile,12/01/2019,20/01/2019,PMT-100216,33981,33011,970,mobile,Approved
13/12/2019,4310965278942460,PAN27,CITI012,TRN60217,4423,mobile money,25/12/2019,30/12/2019,PMT-100217,5169,4423,746,mobile money,Approved
28/02/2020,4700000000000000,BEL16,BOA012,CCS60218,23718,"account to account,door to door",28/02/2020,08/03/2020,PMT-100218,24172,23718,454,"account to account,door to door",Approved
25/03/2019,4400000000000000,GPA01,SSC012,EX060219,22913,door to door,25/03/2019,14/04/2019,PMT-100219,23635,22913,722,door to door,Approved
13/01/2019,4750000000000000,ITS03,RBC012,ADB60220,15631,"account,cash to cash",10/01/2019,22/01/2019,PMT-100220,16165,15631,534,"account,cash to cash",Approved
15/03/2019,4320000000000000,SIL362,RBC012,CCS60221,35473,eur service,15/03/2019,02/04/2019,PMT-100221,35599,35473,126,mobile money,Approved
31/10/2019,4280000000000000,ITS03,CITI012,TRN60222,2830,"bank account transfer,cash,mobile money",31/10/2019,06/11/2019,PMT-100222,3726,2830,896,"bank account transfer,cash,mobile money",Approved
22/03/2019,4330710538454070,CCS08,SSC012,EX060223,12607,mobile,28/03/2019,31/03/2019,PMT-100223,13246,12607,639,mobile,Rejected
21/09/2019,4320000000000000,MAR263,DEU012,ADB60224,22120,cash,28/09/2019,15/10/2019,PMT-100224,22748,22120,628,cash,Approved
06/11/2019,4440000000000000,MAR263,UBS012,CCS60225,34112,account to account,15/11/2019,26/11/2019,PMT-100225,34522,34112,410,account to account,Rejected
27/12/2019,4275384634746050,ITS03,UBS012,CCS60226,21384,"cash,cash to account",02/01/2020,17/01/2020,PMT-100226,22037,21384,653,"cash,cash to account",Rejected
29/11/2019,4450000000000000,PAN27,JPM012,TRN60227,16745,"cash,debit/credit card",15/12/2019,22/12/2019,PMT-100227,17677,16745,932,"cash,debit/credit card",Approved
25/04/2019,4610000000000000,CCS08,JPM012,ADB60228,28279,"bank account transfer,debit card",25/04/2019,13/05/2019,PMT-100228,28623,28279,344,"bank account transfer,debit card",Approved
21/01/2020,4284399850715240,BEL16,UBS012,CCS60229,24279,eur service,25/01/2020,31/01/2020,PMT-100229,25109,24279,830,eur service,Rejected
26/02/2020,4820000000000000,BEL16,BMO012,CCS60230,3345,door to account,15/02/2020,27/02/2020,PMT-100230,3975,3345,630,door to account,Approved
28/12/2018,4450000000000000,SIL362,HSBC012,EX160231,36262,mobile money,05/01/2019,18/01/2019,PMT-100231,36775,36262,513,mobile money,Approved
28/12/2019,4920000000000000,CCS08,JPM012,TRN60232,12508,account to account,15/12/2019,23/12/2019,PMT-100232,12898,12508,390,account to account,Approved
15/05/2019,4871073844665610,BEL16,RBC012,CCS60233,31045,door to door,15/05/2019,28/05/2019,PMT-100233,31972,31045,927,door to door,Rejected
24/09/2019,4871073844665610,MAJ962,SSC012,TRN60234,7296,cash to account,28/09/2019,08/10/2019,PMT-100234,8294,7296,998,cash to account,Approved
14/03/2019,4260000000000000,CCS08,MUFG012,TRN60235,28112,"account,cash to account",31/03/2019,17/04/2019,PMT-100235,28308,28112,196,"account,cash to account",Rejected
28/12/2019,4904477933916270,CCS08,MUFG012,EX160236,10202,"account,account to cash",01/01/2020,20/01/2020,PMT-100236,11047,10202,845,"account,account to cash",Approved
22/07/2019,4523540557614720,CCS08,AE012,ADB60237,11130,cash to account,28/07/2019,17/08/2019,PMT-100237,11242,11130,112,cash to account,Rejected
23/12/2018,4628703163321050,CCS08,BNP012,CCS60238,25106,"account,card,cash to cash",07/01/2019,20/01/2019,PMT-100238,25939,25106,833,"account,card,cash to cash",Approved
24/11/2019,4920000000000000,ITS03,MS012,TRN60239,19090,account to account,28/11/2019,18/12/2019,PMT-100239,20041,19090,951,account to account,Approved
13/06/2019,4520000000000000,ITS03,SSC012,CCS60240,921,door to account,15/06/2019,26/06/2019,PMT-100240,1046,921,125,door to account,Rejected
08/06/2019,4610000000000000,SIL362,Nort012,EX060241,8302,account to account,15/06/2019,24/06/2019,PMT-100241,9031,8302,729,account to account,Approved
25/12/2019,4357820946481790,MAR263,MUFG012,ADB60242,35308,"account,cash to cash",02/01/2020,19/01/2020,PMT-100242,36255,35308,947,"account,cash to cash",Rejected
22/07/2019,4461330335322460,SIL362,GMS012,CCS60243,12973,account to account,25/07/2019,11/08/2019,PMT-100243,13612,12973,639,account to account,Rejected
25/06/2019,4357820946481790,PAN27,GMS012,TRN60244,10514,cash to account,25/06/2019,21/06/2019,PMT-100244,11067,10514,553,cash to account,Rejected
31/05/2019,4400000000000000,ITS03,BARC012,TRN60245,19199,eur service,31/05/2019,13/06/2019,PMT-100245,20196,19199,997,eur service,Rejected
28/09/2019,4920000000000000,PAN27,MS012,CCS60246,14411,"account,cash to cash",15/10/2019,20/10/2019,PMT-100246,14535,14411,124,"account,cash to cash",Approved
23/03/2019,4708814514140940,SIL362,HSBC012,TRN60247,25184,"account,cash to cash",28/03/2019,10/04/2019,PMT-100247,25823,25184,639,"account,cash to cash",Rejected
23/12/2018,4284399850715240,CCS08,BARC012,EX060248,31151,"card,cash to cash",06/01/2019,15/01/2019,PMT-100248,32102,31151,951,"card,cash to cash",Rejected
28/11/2019,4930000000000000,PAN27,WF012,TRN60249,32512,mobile money,28/11/2019,08/12/2019,PMT-100249,33347,32512,835,mobile money,Rejected
06/01/2020,4378290266829730,BEL16,BNP012,CCS60250,12467,"card,cash to cash",20/01/2020,28/01/2020,PMT-100250,12538,12467,71,"card,cash to cash",Rejected
23/06/2019,4480000000000000,MAR263,BNP012,TRN60251,8562,usd service,30/06/2019,09/07/2019,PMT-100251,8728,8562,166,usd service,Rejected
22/09/2019,4378290266829730,MAJ962,HSBC012,EX060252,13046,"account,cash to cash",25/09/2019,10/10/2019,PMT-100252,13555,13046,509,"account,cash to cash",Rejected
15/08/2019,4689180256780640,CCS08,WF012,TRN60253,14139,"account,cash to cash",15/08/2019,04/09/2019,PMT-100253,14741,14139,602,"account,cash to cash",Rejected
15/01/2020,4850000000000000,PAN27,AE012,CCS60254,30323,"card,cash to cash",25/01/2020,01/02/2020,PMT-100254,30829,30323,506,"card,cash to cash",Rejected
28/11/2019,4270000000000000,HEB18,MUFG012,CCS60255,2374,account to account,28/11/2019,18/12/2019,PMT-100255,2770,2374,396,account to account,Rejected
17/04/2019,4650000000000000,BEL16,UBS012,TRN60256,34662,mobile,25/04/2019,11/05/2019,PMT-100256,34932,34662,270,mobile,Approved
22/07/2019,4270000000000000,ITS03,BOA012,ADB60257,22258,account to account,25/07/2019,04/08/2019,PMT-100257,23127,22258,869,account to account,Rejected
15/02/2020,4300000000000000,SIL362,MUFG012,TRN60258,38883,"card,cash to cash",15/02/2020,23/02/2020,PMT-100258,39831,38883,948,"card,cash to cash",Approved
09/12/2019,4160000000000000,MAR263,BNP012,CCS60259,5457,account to account,15/12/2019,25/12/2019,PMT-100259,6188,5457,731,account to account,Rejected
22/03/2019,4240000000000000,MAR263,JPM012,EX060260,30504,cash,15/03/2019,29/03/2019,PMT-100260,30905,30504,401,cash,Rejected
25/04/2019,4418568818305560,CCS08,UBS012,ADB60261,6147,"cash,cash to account",28/04/2019,04/05/2019,PMT-100261,6225,6147,78,"cash,cash to account",Rejected
28/11/2019,4410000000000000,ITS03,WF012,CCS60262,16571,door to account,28/11/2019,04/12/2019,PMT-100262,17506,16571,935,door to account,Approved
09/01/2020,4170000000000000,GPA01,HSBC012,CCS60263,23194,"bank account transfer,debit card",25/12/2019,21/12/2019,PMT-100263,24170,23194,976,"bank account transfer,debit card",Rejected
08/09/2019,4523540557614720,ITS03,DEU012,EX060264,17186,"account,cash to cash",15/09/2019,24/09/2019,PMT-100264,17314,17186,128,"account,cash to cash",Approved
25/08/2019,4708814514140940,BEL16,CITI012,ADB60265,32567,cash to account,25/08/2019,08/09/2019,PMT-100265,32651,32567,84,cash to account,Rejected
07/05/2019,4210000000000000,GPA01,HSBC012,TRN60266,33641,"account,account to cash",15/05/2019,31/05/2019,PMT-100266,34340,33641,699,"account,account to cash",Approved
13/01/2020,4210000000000000,HEB18,BNP012,CCS60267,11980,account to account,02/01/2020,29/12/2019,PMT-100267,12151,11980,171,"account,cash to account",Rejected
15/06/2019,4210000000000000,SIL362,BMO012,EX060268,29284,door to door,15/06/2019,11/06/2019,PMT-100268,29734,29284,450,door to door,Approved
04/06/2019,4520000000000000,HEB18,WF012,ADB60269,35543,cash to account,15/06/2019,11/06/2019,PMT-100269,35988,35543,445,cash to account,Approved
13/01/2020,4180000000000000,SIL362,AE012,CCS60270,30841,"cash to account,credit/debit card service",28/01/2020,11/02/2020,PMT-100270,31647,30841,806,"cash to account,credit/debit card service",Rejected
13/08/2019,4530000000000000,SIL362,WF012,TRN60271,8114,"card,cash to cash",15/08/2019,25/08/2019,PMT-100271,8527,8114,413,"card,cash to cash",Approved
13/04/2019,4610000000000000,SIL362,SSC012,EX060272,28105,"bank account transfer,cash,mobile money",28/04/2019,03/05/2019,PMT-100272,28492,28105,387,"bank account transfer,cash,mobile money",Approved
05/12/2019,4461330335322460,HEB18,GMS012,ADB60273,3447,cash,15/12/2019,20/12/2019,PMT-100273,3597,3447,150,cash,Approved
02/01/2020,4150000000000000,BEL16,MS012,CCS60274,22217,cash,02/01/2020,17/01/2020,PMT-100274,22841,22217,624,cash,Approved
15/03/2019,4700000000000000,CCS08,BOA012,CCS60275,17979,"account,account to cash",28/03/2019,09/04/2019,PMT-100275,18070,17979,91,"account,account to cash",Approved
07/01/2019,4700000000000000,ITS03,MS012,TRN60276,1412,"account,card,cash to cash",12/01/2019,20/01/2019,PMT-100276,1710,1412,298,"account,card,cash to cash",Approved
07/01/2019,4280000000000000,BEL16,UBS012,ADB60277,38716,cash,11/01/2019,23/01/2019,PMT-100277,39484,38716,768,cash,Approved
15/07/2019,4486019260868800,BEL16,HSBC012,CCS60278,9705,mobile,15/07/2019,23/07/2019,PMT-100278,10086,9705,381,mobile,Approved
30/04/2019,4440000000000000,BEL16,BMO012,CCS60279,20467,"account,cash to cash",30/04/2019,18/05/2019,PMT-100279,20705,20467,238,"account,cash to cash",Rejected
30/12/2018,4696544390601290,SIL362,BMO012,EX160280,34960,"cash to account,credit/debit card service",04/01/2019,09/01/2019,PMT-100280,35555,34960,595,"cash to account,credit/debit card service",Rejected
09/08/2019,4850000000000000,SIL362,CITI012,TRN60281,37456,"cash to cash,credit/debit card service",15/08/2019,11/08/2019,PMT-100281,37890,37456,434,"cash to cash,credit/debit card service",Rejected
25/07/2019,4270000000000000,MAJ962,AE012,CCS60282,29433,usd service,25/07/2019,03/08/2019,PMT-100282,30106,29433,673,usd service,Approved
23/03/2019,4350000000000000,ITS03,BARC012,TRN60283,14909,door to door,25/03/2019,04/04/2019,PMT-100283,14961,14909,52,door to door,Approved
27/09/2019,4270000000000000,HEB18,WF012,TRN60284,33603,"account,account to cash",15/10/2019,21/10/2019,PMT-100284,34028,33603,425,"account,account to cash",Approved
03/02/2020,4760000000000000,BEL16,WF012,EX160285,34987,"cash,debit/credit card",25/01/2020,01/02/2020,PMT-100285,35669,34987,682,"cash,debit/credit card",Approved
15/07/2019,4387350758070690,SIL362,BMO012,ADB60286,9902,mobile money,15/07/2019,11/07/2019,PMT-100286,10130,9902,228,mobile money,Rejected
